"","label","text","rule_name","comment_number","proposition_number"
6261,"u","Providing it in writing, mandated by the CFPB  just means that the government approves of this behavior,","ms",318,6
6262,"u","which makes the pain even worse.","ms",318,7
6263,"u","This is deplorable!","ms",318,8
6264,"u","That is like saying, if you don't send in your $100.00 electric bill payment on time, we are going to charge you $500.00 per month for electric instead","ms",318,9
6265,"u","and we are going to add a creepy middle man, to share in our electricity scam that ""cost significantly more"".","ms",318,10
6266,"u","The government wants to increase transparency, so I have to give you heads up to the scam in writing.","ms",318,11
6267,"u","Problem:homeowner has run into a financial issue and can't make their property insurance payment.","ms",318,12
6268,"u","My 2nd provided Solution: Get the insurance payment as low as possible by eliminating all optional coverage","ms",318,13
6269,"u","and only insure the structure for the bank at the lowest price possible.","ms",318,14
6270,"u","Allow the bank to place this on auto pay monthly and charge the homeowner interest on this amount just like their home loan.","ms",318,15
6271,"n","If home is 3.5% interest then 3.5% on the insurance balance paid out monthly on auto pay.","ms",318,16
6272,"u","If the combined balance at the bank between principle, interest and property insurance ever equals 3 months behind then foreclosure is an option.","ms",318,17
6273,"u","If the bank cannot continue the same policy then they have to find one at the same price or lower.","ms",318,18
6274,"u","Remember this policy has a lot less things it covers because the homeowner side is removed","ms",318,19
6275,"u","so it actuality  is still considered ""significantly more"" at the same price because it covers less categories now and nobody has addressed this.","ms",318,20
6276,"u","If you kick people when they are down instead of helping them up or just not kicking them and see if they can get up on their own is a better option.","ms",318,21
6277,"e","just got a copy of it a couple of months ago.","ms",318,22
6278,"u","Multiple policies at the same time that include successors and assigns as obligated parties to the policies.","ms",318,23
6279,"e","This is some of the things that happened to me and or my friend.","ms",318,24
6280,"n","As shocking as this was, it is even more shocking that  the CFPB just wants banks to notify borrowers that they are about to be kicked them while they are down as a solution.","ms",318,25
6281,"u","Trust me all borrowers have friends that have already been kicked","ms",318,26
6282,"u","and they don't need a warning because they know what's coming","ms",318,27
6283,"u","and this is irrelevant to any solution.","ms",318,28
6284,"u","I agree with peekaboo that servicers large and small provide poor service,","ms",336,0
6285,"u","and so the size may not be the deciding factor on quality of servicing.","ms",336,1
6286,"n","But since there is not fiduciary duty between the borrower and the servicer, the quality of service to the borrower is simply ""voluntary"" at best.","ms",336,2
6287,"u","The servicers have a duty to the Investor, and do not work for the borrower.","ms",336,3
6288,"u","So really there should be no exemtions at all, unless a fiduciary duty is imposed there will always be bad behavior and trickey to the detriment of the borrower.","ms",336,4
6289,"u","Small servicers may  have a better relationship with the borrowers, but it is not by obligation.","ms",336,5
6290,"u","Exceptions are simply loop holes for the opportunity to take advantage of the unsuspecting or uneducated...","ms",352,0
6291,"u","this is absolutly out in left field.","ms",352,1
6292,"u","in short, equality is vital...big or small...mom and pop vs chains...","ms",352,2
6293,"u","the rules need to be the same.","ms",352,3
6294,"u","the minute you feel your company is overwhelmed, CREATE A JOB","ms",352,4
6295,"u","there are plenty of people that need jobs...","ms",352,5
6296,"u","it would be a great time and opportunity to grow your business and take your business to the next level...","ms",352,6
6297,"u","get out of your comfort zone.","ms",352,7
6298,"u","You might sit and say, ""this is alot for little old me with only 1000 files"",","ms",352,8
6299,"u","but rest assured that the company with hundreds of thousands of files is saying, ""holy cow, this is going to cost me millions""...","ms",352,9
6300,"u","you are just at a different level.","ms",352,10
6301,"u","Equally the same for everyone, big or small.","ms",352,11
6302,"u","It is amazing that this is even a topic or option,","ms",357,0
6303,"u","of course it should be, or should HAVE been in place.","ms",357,1
6304,"u","Where I get lost with this as the mortgagee.","ms",357,2
6305,"u","As a mortgagee...MORTGAGEE:","ms",357,3
6306,"u","I really do NOT care about your house, I want my money.","ms",357,4
6307,"u","Your home is yours, your families nest.","ms",357,5
6308,"u","As the mortgagee that extended you the money to purchase your families home, I simply want to make ANY or ALL arrangements possible to collect the money you agreed to for the home you decided was best for you and your family.","ms",357,6
6309,"u","We are not in the house business,","ms",357,7
6310,"u","we are in the money business...","ms",357,8
6311,"u","unfortunatley the money is tied to your home.","ms",357,9
6312,"u","The bank DOES NOT want your house...","ms",357,10
6313,"u","I promise they dont,","ms",357,11
6314,"u","they want money.","ms",357,12
6315,"u","Not having a dept or case mgr within a company that will help the company aquire the original reason behind the transaction, is just flagrant.","ms",357,13
6316,"u","In a case of asset-based lending, I could see the bank giving the run around,","ms",357,14
6317,"u","he will make more profit reselling the property...which surely this is the basis behind HOEPA, now prohibiting asset-based lending practices...","ms",357,15
6318,"u","but does not make sense to properties that are upside down and a borrower trying to make good.","ms",357,16
6319,"u","For sure, ""Continuity of Contact"" ...one guy or gal, one number that can play the role of intermediary reducing the ""lost in translation"" effect between borrower and company...","ms",357,17
6320,"u","create more jobs!!!","ms",357,18
6321,"u","Though it may be a good point,","ms",362,0
